filename,width,height,class,xmin,ymin,xmax,ymax
subtrain_original_IMG_1605-jpg_9a4dbcd8-5721-4023-8a14-32d9f9d5fe8f_jpg.rf.29229b62823642bb9a5b2a07d6ad8a33.jpg,416,416,n,100,133,284,326
subtrain_original_IMG_1602-jpg_2952b708-5d35-4a7a-9e6b-94ef379e9718_jpg.rf.293941ceb868981c005830a6ac17e48c.jpg,416,416,m,96,120,278,343
subtrain_original_IMG_1552-jpg_01fd9ec1-eb4c-424a-bec9-ff283446db3c_jpg.rf.2969a6846dee32cceb4556239b57a1ed.jpg,416,416,aa,87,307,326,406
subtrain_original_IMG_1879-jpg_1591cc0c-7460-4bf9-ab6c-a4fc1ab5a25b_jpg.rf.296533789129fec5235510cdf50103ef.jpg,416,416,ka,232,140,399,284
subtrain_original_IMG_1535-jpg_8f4ee059-6d18-4d98-851c-e8605b2c066b_jpg.rf.296a3f352aa67dac119876f70e235778.jpg,416,416,dh,44,233,257,338
subtrain_original_IMG_1630-jpg_442eaea5-49b0-4425-9d12-b4ad81b98b80_jpg.rf.29ba22e96b265d11bf25cc8ff5df0688.jpg,416,416,y,110,117,345,247
subtrain_original_IMG_1486-jpg_bfc47b7d-6d57-4e15-b0ac-bd006d08b183_jpg.rf.2a4a79770d19b162492081dacb5a30a6.jpg,416,416,the,122,201,399,383
subtrain_original_IMG_1473-jpg_d2df0bf5-76f0-42d8-9487-bd55973f7d1f_jpg.rf.29f7be2a6c9fbab761ff96b342a37fe3.jpg,416,416,kh,131,181,373,317
IMG_1596_jpg.rf.2a6f9d95c1663206efef85ac90daa96e.jpg,416,416,m,159,156,306,309
subtrain_original_IMG_1491-jpg_740836f7-d62c-4ce5-9f75-1d3b27494f8b_jpg.rf.2ace4b41c831ce6ecb128a8f3be3375c.jpg,416,416,the,43,188,280,356
IMG_1444_jpg.rf.2af98742693a2ad95fd1be73c071c97d.jpg,416,416,th,58,41,197,256
IMG_1746_jpg.rf.2a9806bfdf7155580906a34003f70611.jpg,416,416,t,77,107,355,349
IMG_1344_jpg.rf.2b094513b367e0c51768fa84645c6d76.jpg,416,416,five,113,112,318,343
IMG_1618_jpg.rf.2b039075e19e0daa966298386a7b7d0b.jpg,416,416,ha,105,278,240,393
IMG_1783_jpg.rf.2b078daa9cf4e05c474b97104c50884e.jpg,416,416,f,54,91,239,242
subtrain_original_IMG_1211-jpg_cd7b3585-7e86-4af2-b3cc-28ac92883b1f_jpg.rf.2b1e3eb667b55b39c7434ec785b8432f.jpg,416,416,four,41,154,301,384
subtrain_original_IMG_1587-jpg_0b769349-17ee-4af1-86e9-b64f1e3b99d3_jpg.rf.2b8c7142cdad8cf9cdb24c2bba38ca18.jpg,416,416,l,164,143,382,326
IMG_1724_jpg.rf.2b91fa8fbd43e30ca780deb9a3aff068.jpg,416,416,ss,40,115,309,278
subtrain_original_IMG_1506-jpg_5432abaa-9189-42aa-ba49-f0023a7c53db_jpg.rf.2b8fc5b52c260031e83db3251a372b50.jpg,416,416,s,11,107,210,354
subtrain_original_IMG_1706-jpg_391fda17-4b03-46ea-b018-74dd762ebc6e_jpg.rf.2bbe64c555880b76f0b406b6e96e671f.jpg,416,416,ch,114,74,317,314
subtrain_original_IMG_1627-jpg_fade78bf-104e-419b-af49-466117f2ef58_jpg.rf.2bda963aea967381bca83c760a336af3.jpg,416,416,w,21,143,259,273
subtrain_original_IMG_1456-jpg_6b2910af-2481-4231-91dc-8ad4fe176579_jpg.rf.2babdf33cd4e6c1b78e11f5719d86fab.jpg,416,416,j,38,150,278,259
subtrain_original_IMG_1630-jpg_f7ec7f7f-00c3-42ee-acbe-f4bcee9247d9_jpg.rf.2bd2e5cc0df6bf80d66f0936fa6e8407.jpg,416,416,y,91,122,337,267
subtrain_original_IMG_1494-jpg_88dbb1d8-d6b1-49bc-be85-8316ec0cbd15_jpg.rf.2be2855cd3c8253ed3d66851604cbfc4.jpg,416,416,r,180,198,358,407
subtrain_original_IMG_1616-jpg_71ed55aa-6f7b-45c1-8ba8-a6b0256130b8_jpg.rf.2c08f0220474eb64a375f8e83841ea4a.jpg,416,416,ha,30,258,218,394
IMG_1751-1-_jpg.rf.2c0982c64cdb97d6f3c84c5aaa5dd643.jpg,416,416,dha,101,86,320,338
subtrain_original_IMG_1551-jpg_d460561b-d5dc-4248-aeac-c6e79ecf7129_jpg.rf.2c8e458b30edacd74e66ada29308067f.jpg,416,416,aa,76,300,315,399
IMG_1383_jpg.rf.2cbeea7df6e6f6dab58ccd5aec585f08.jpg,416,416,B,42,126,290,415
